Outlines of the full ICESat-based drainage
systems generated by the Ice Altimetry
group at Goddard Space Flight Center, based
on ICESat campaigns L2a-c, L3a-c
(2003 Feb - 2005 May).
Each record: drainage subsystem, lat (deg N), lon (deg E)
END OF HEADER
6.1 -264246.222683 -2836592.10319
6.1 -264236.926503 -2836501.9607
6.1 -264245.799962 -2836440.15623
6.1 -264271.179692 -2836392.05837
6.1 -264263.467209 -2836316.7841
6.1 -264254.219341 -2836226.63796
6.1 -264256.835494 -2836104.66885
6.1 -264276.004983 -2835996.40192
6.1 -264265.149664 -2835891.16236
6.1 -264296.177372 -2835751.07318
6.1 -264313.871919 -2835627.58552
6.1 -264333.03294 -2835519.32003
6.1 -264337.246653 -2835412.44815
6.1 -264357.989754 -2835319.05022
6.1 -264365.256021 -2835242.26748
6.1 -264360.60446 -2835197.19861
6.1 -264352.897855 -2835122.04149
6.1 -264378.200291 -2835073.83583
6.1 -264388.618711 -2835027.13263
6.1 -264382.408742 -2834966.96559
6.1 -264406.211023 -2834903.77042
6.1 -264401.607897 -2834858.69755
6.1 -264395.446867 -2834798.5263
6.1 -264404.206278 -2834736.7343
6.1 -264399.55351 -2834691.66632
6.1 -264424.94909 -2834643.45172
6.1 -264421.892891 -2834613.36403
6.1 -264417.239699 -2834568.29629
6.1 -264424.498944 -2834491.51546
6.1 -264448.333419 -2834428.20274
6.1 -264440.622987 -2834353.04795
6.1 -264447.88005 -2834276.26765
6.1 -264456.744303 -2834214.58103
6.1 -264450.48216 -2834154.42053
6.1 -264449.022626 -2834139.31323
6.1 -264445.877442 -2834109.34897
6.1 -264474.322578 -2834091.22195
6.1 -264483.174393 -2834029.42203
6.1 -264508.560832 -2833981.20777
6.1 -264518.871154 -2833934.51513
6.1 -264559.320184 -2833884.66518
6.1 -264556.173648 -2833854.70132
6.1 -264598.081173 -2833819.95801
6.1 -264623.452702 -2833771.62944
6.1 -264632.309767 -2833709.94335
6.1 -264672.664836 -2833660.215
6.1 -264713.007797 -2833610.37253
6.1 -264753.349261 -2833560.52957
6.1 -264793.83759 -2833510.67225
6.1 -264834.186676 -2833460.94191
6.1 -264874.523648 -2833411.09745
6.1 -264914.869746 -2833361.36612
6.1 -264970.275533 -2833309.99659
6.1 -265009.155494 -2833245.15749
6.1 -265047.934595 -2833180.32726
6.1 -265088.263351 -2833130.48019
6.1 -265127.13766 -2833065.63986
6.1 -265165.911116 -2833000.80838
6.1 -265204.781503 -2832935.96725
6.1 -265215.134088 -2832889.38269
6.1 -265240.48479 -2832841.05005
6.1 -265265.894597 -2832792.82624
6.1 -265291.303431 -2832744.60228
6.1 -265301.593324 -2832697.90872
6.1 -265325.387332 -2832634.59242
6.1 -265362.694632 -2832554.76676
6.1 -265396.931292 -2832444.85648
6.1 -265431.15398 -2832334.83258
6.1 -265466.888505 -2832239.90982
6.1 -265502.570725 -2832144.99154
6.1 -265554.820192 -2832063.53333
6.1 -265592.111179 -2831983.70617
6.1 -265629.449174 -2831903.8741
6.1 -265681.68967 -2831822.41419
6.1 -265718.962313 -2831742.47238
6.1 -265769.73975 -2831646.01954
6.1 -265810.090812 -2831596.27363
6.1 -265850.429712 -2831546.41362
6.1 -265887.753015 -2831466.57928
6.1 -265914.70356 -2831433.44769
6.1 -265956.644269 -2831398.56398
6.1 -265965.357953 -2831336.88799
6.1 -266004.231603 -2831272.03478
6.1 -266058.065017 -2831205.66061
6.1 -266096.934394 -2831140.8064
6.1 -266135.702984 -2831075.96109
6.1 -266221.157087 -2831021.50996
6.1 -266244.960544 -2830958.18482
6.1 -266288.371078 -2830938.51499
6.1 -266327.269592 -2830873.53992
6.1 -266354.109874 -2830840.41405
6.1 -266381.087024 -2830807.16042
6.1 -266421.463375 -2830757.40245
6.1 -266431.771852 -2830710.70327
6.1 -266503.722196 -2830672.87119
6.1 -266514.13832 -2830626.27613
6.1 -266556.069769 -2830591.49799
6.1 -266581.371935 -2830543.15698
6.1 -266593.297128 -2830511.54787
6.1 -266605.172601 -2830479.9434
6.1 -266647.100625 -2830445.16407
6.1 -266674.070123 -2830411.90805
6.1 -266684.383045 -2830365.32208
6.1 -266726.3577 -2830330.53704
6.1 -266723.273756 -2830300.45636
6.1 -266765.197511 -2830265.67547
6.1 -266790.601989 -2830217.43739
6.1 -266832.424841 -2830182.66489
6.1 -266842.832554 -2830136.06939
6.1 -266868.223548 -2830087.71722
6.1 -266895.09852 -2830054.58238
6.1 -266935.443053 -2830004.70467
6.1 -266960.841729 -2829956.46546
6.1 -266971.245928 -2829909.86984
6.1 -267041.644045 -2829856.92583
6.1 -267051.986204 -2829810.22113
6.1 -267090.809956 -2829745.35618
6.1 -267116.104309 -2829697.12532
6.1 -267143.070961 -2829663.97921
6.1 -267166.898366 -2829600.75808
6.1 -267177.335634 -2829554.044
6.1 -267219.132531 -2829519.1529
6.1 -267261.098006 -2829484.47442
6.1 -267284.87133 -2829421.25733
6.1 -267326.82373 -2829386.46438
6.1 -267382.249818 -2829335.03999
6.1 -267436.059007 -2829268.63898
6.1 -267476.441524 -2829218.8637
6.1 -267515.295245 -2829153.98949
6.1 -267584.097286 -2829086.05302
6.1 -267637.945856 -2829019.64402
6.1 -267676.792639 -2828954.76799
6.1 -267717.165926 -2828904.98977
6.1 -267755.921015 -2828840.23583
6.1 -267809.749543 -2828773.71047
6.1 -267877.054545 -2828690.66495
6.1 -267932.477671 -2828639.45804
6.1 -267986.297833 -2828572.92974
6.1 -268026.670386 -2828523.26127
6.1 -268068.599784 -2828488.45825
6.1 -268094.011805 -2828440.20655
6.1 -268134.358828 -2828390.30958
6.1 -268174.665754 -2828340.53038
6.1 -268230.114843 -2828289.19991
6.1 -268268.886827 -2828224.32194
6.1 -268325.85301 -2828187.97372
6.1 -268363.14909 -2828108.10609
6.1 -268433.534892 -2828055.23918
6.1 -268473.880651 -2828005.45154
6.1 -268515.845933 -2827970.63773
6.1 -268557.771611 -2827935.94161
6.1 -268583.070565 -2827887.69574
6.1 -268624.983344 -2827852.88512
6.1 -268666.895091 -2827818.07391
6.1 -268693.873086 -2827784.91027
6.1 -268734.210045 -2827735.11933
6.1 -268774.594858 -2827685.3232
6.1 -268814.928819 -2827635.53126
6.1 -268825.337797 -2827588.9277
6.1 -268865.707842 -2827539.01691
6.1 -268876.016683 -2827492.4227
6.1 -268914.908971 -2827427.52343
6.1 -268955.236264 -2827377.7299
6.1 -268995.611403 -2827327.93117
6.1 -269032.874228 -2827248.05692
6.1 -269059.841789 -2827214.89039
6.1 -269100.212459 -2827165.09042
6.1 -269110.553671 -2827118.37766
6.1 -269122.529774 -2827086.75205
6.1 -269162.89724 -2827036.95139
6.1 -269189.762314 -2827003.79324
6.1 -269200.199725 -2826957.07101
6.1 -269240.514382 -2826907.27415
6.1 -269265.938287 -2826859.00968
6.1 -269274.748069 -2826797.3141
6.1 -269301.598391 -2826764.04155
6.1 -269313.520949 -2826732.42021
6.1 -269340.479607 -2826699.25154
6.1 -269337.32659 -2826669.29574
6.1 -269350.824769 -2826652.65221
6.1 -269361.158639 -2826605.93935
6.1 -269358.093172 -2826575.8607
6.1 -269398.448092 -2826526.05749
6.1 -269426.881856 -2826507.8754
6.1 -269435.735115 -2826446.17535
6.1 -269474.597051 -2826381.2706
6.1 -269513.369189 -2826316.48842
6.1 -269580.667927 -2826233.51295
6.1 -269619.572355 -2826168.60193
6.1 -269641.764583 -2826090.2715
6.1 -269707.524013 -2825992.31152
6.1 -269759.776091 -2825910.88188
6.1 -269827.10596 -2825827.89689
6.1 -269861.34683 -2825717.929
6.1 -269915.168368 -2825651.47428
6.1 -269950.895037 -2825556.60593
6.1 -270003.130474 -2825475.17294
6.1 -270038.938861 -2825380.18104
6.1 -270106.14745 -2825297.20023
6.1 -270141.960123 -2825202.32116
6.1 -270161.160519 -2825094.01707
6.1 -270199.884561 -2825029.11463
6.1 -270237.221921 -2824949.21644
6.1 -270306.104674 -2824881.3126
6.1 -270358.364201 -2824799.87011
6.1 -270425.695555 -2824716.86907
6.1 -270477.948059 -2824635.42479
6.1 -270528.701357 -2824538.88063
6.1 -270595.922088 -2824455.88567
6.1 -270634.784406 -2824391.07798
6.1 -270672.098684 -2824311.1757
6.1 -270710.847359 -2824246.26316
6.1 -270734.642175 -2824183.12742
6.1 -270775.131111 -2824133.28944
6.1 -270813.885346 -2824068.48943
6.1 -270837.703299 -2824005.12134
6.1 -270878.138225 -2823955.2869
6.1 -270916.887134 -2823890.48584
6.1 -270925.739824 -2823828.7819
6.1 -270952.598706 -2823795.60565
6.1 -270978.007557 -2823747.32597
6.1 -271018.337227 -2823697.49939
6.1 -271058.824141 -2823647.77167
6.1 -271129.19044 -2823594.83056
6.1 -271167.97694 -2823530.02207
6.1 -271206.849123 -2823465.09017
6.1 -271248.769052 -2823430.34945
6.1 -271304.069224 -2823379.08004
6.1 -271346.035944 -2823344.33322
6.1 -271357.904865 -2823312.59328
6.1 -271399.820615 -2823277.85047
6.1 -271426.815955 -2823244.65606
6.1 -271468.729827 -2823209.9123
6.1 -271479.056694 -2823163.19236
6.1 -271521.01791 -2823128.44316
6.1 -271559.787853 -2823063.63025
6.1 -271600.194986 -2823013.78693
6.1 -271655.518497 -2822962.39298
6.1 -271682.50748 -2822929.19646
6.1 -271734.744965 -2822847.84238
6.1 -271803.67318 -2822779.77863
6.1 -271825.873922 -2822701.54395
6.1 -271894.697511 -2822633.48777
6.1 -271978.542931 -2822563.98228
6.1 -272017.391709 -2822499.15474
6.1 -272071.2521 -2822432.765
6.1 -272108.542063 -2822352.84405
6.1 -272163.853467 -2822301.55471
6.1 -272204.188528 -2822251.70868
6.1 -272241.482633 -2822171.89999
6.1 -272311.88729 -2822118.92219
6.1 -272352.3263 -2822069.17835
6.1 -272377.593714 -2822020.89825
6.1 -272403.007909 -2821972.60374
6.1 -272443.442938 -2821922.85883
6.1 -272483.82721 -2821873.11817
6.1 -272524.149764 -2821823.26823
6.1 -272563.012122 -2821758.31641
6.1 -272601.795944 -2821693.6008
6.1 -272657.22136 -2821642.17501
6.1 -272695.990158 -2821577.3448
6.1 -272706.396197 -2821530.72692
6.1 -272746.758529 -2821480.86957
6.1 -272817.146749 -2821427.99379
6.1 -272855.995864 -2821363.03876
6.1 -272893.207337 -2821283.22851
6.1 -272962.07739 -2821215.25326
6.1 -273000.881397 -2821150.41498
6.1 -273068.196207 -2821067.4597
6.1 -273110.094163 -2821032.57552
6.1 -273152.05131 -2820997.79953
6.1 -273149.001254 -2820967.83958
6.1 -273192.419301 -2820948.1637
6.1 -273189.346785 -2820917.97677
6.1 -273201.24134 -2820886.34037
6.1 -273214.734838 -2820869.67666
6.1 -273210.073751 -2820824.63068
6.1 -273250.426831 -2820774.88076
6.1 -273287.704651 -2820694.94376
6.1 -273323.440311 -2820600.14272
6.1 -273359.162071 -2820505.22799
6.1 -273424.875417 -2820407.06165
6.1 -273460.688808 -2820312.13671
6.1 -273526.464509 -2820214.19091
6.1 -273560.560219 -2820104.18917
6.1 -273597.877861 -2820024.35861
6.1 -273633.580187 -2819929.44223
6.1 -273657.396531 -2819866.16298
6.1 -273667.825174 -2819819.53947
6.1 -273691.590215 -2819756.26493
6.1 -273701.908138 -2819709.5375
6.1 -273709.316099 -2819632.83784
6.1 -273703.081404 -2819572.70456
6.1 -273723.82342 -2819479.35422
6.1 -273719.190666 -2819434.19299
6.1 -273728.001848 -2819372.48479
6.1 -273721.815517 -2819312.34735
6.1 -273717.182577 -2819267.18639
6.1 -273739.386221 -2819188.93635
6.1 -273748.244446 -2819127.22384
6.1 -273770.59308 -2819048.9596
6.1 -273764.345061 -2818988.71421
6.1 -273774.667771 -2818942.1013
6.1 -273768.528905 -2818881.96013
6.1 -273762.329839 -2818821.71033
6.1 -273786.140753 -2818758.54595
6.1 -273780.001322 -2818698.4052
6.1 -273817.276579 -2818618.46205
6.1 -273809.472666 -2818543.24179
6.1 -273800.21303 -2818453.03628
6.1 -273795.588748 -2818407.99039
6.1 -273786.280011 -2818317.79007
6.1 -273745.522472 -2818215.63283
6.1 -273684.995152 -2818069.9012
6.1 -273666.443213 -2817889.61116
6.1 -273632.930279 -2817710.66056
6.1 -273584.344745 -2817533.40377
6.1 -273553.856352 -2817384.52847
6.1 -273541.533358 -2817264.25704
6.1 -273502.209509 -2817177.20358
6.1 -273522.964286 -2817083.74445
6.1 -273531.823218 -2817022.15085
6.1 -273525.587794 -2816962.02299
6.1 -273546.34999 -2816868.67791
6.1 -273505.46484 -2816766.53721
6.1 -273494.695044 -2816661.24335
6.1 -273468.904963 -2816557.63746
6.1 -273427.9759 -2816455.50163
6.1 -273420.275956 -2816380.27683
6.1 -273399.109973 -2816321.71433
6.1 -273391.410502 -2816246.48982
6.1 -273355.156018 -2816189.39213
6.1 -273348.933923 -2816129.37927
6.1 -273327.770349 -2816070.8168
6.1 -273317.005012 -2815965.52503
6.1 -273291.162933 -2815861.81151
6.1 -273248.791663 -2815744.69165
6.1 -273222.952619 -2815640.97839
6.1 -273212.091573 -2815535.69745
6.1 -273174.393389 -2815463.61497
6.1 -273151.623703 -2815389.96943
6.1 -273145.40454 -2815329.95794
6.1 -273136.195721 -2815239.64283
6.1 -273098.414799 -2815167.68321
6.1 -273090.671642 -2815092.46592
6.1 -273084.480365 -2815032.22317
6.1 -273063.277192 -2814973.66595
6.1 -273057.157442 -2814913.64566
6.1 -273020.921953 -2814856.54667
6.1 -273016.29433 -2814811.39206
6.1 -272992.028541 -2814722.7681
6.1 -272981.173282 -2814617.4899
6.1 -272967.264313 -2814482.25909
6.1 -272950.268693 -2814316.73553
6.1 -272906.311575 -2814184.53478
6.1 -272893.955733 -2814064.27969
6.1 -272869.744982 -2813975.65241
6.1 -272828.857877 -2813873.51805
6.1 -272819.568084 -2813783.32987
6.1 -272810.278351 -2813693.14196
6.1 -272800.98868 -2813602.95432
6.1 -272821.767436 -2813509.5077
6.1 -272812.476923 -2813419.3207
6.1 -272801.722584 -2813314.0374
6.1 -272795.496254 -2813253.91627
6.1 -272802.770332 -2813177.13308
6.1 -272798.094885 -2813131.9857
6.1 -272791.868319 -2813071.86496
6.1 -272817.26708 -2813023.57204
6.1 -272824.549857 -2812946.90294
6.1 -272816.869247 -2812871.79985
6.1 -272839.053002 -2812793.45656
6.1 -272844.858061 -2812701.5783
6.1 -272837.176377 -2812626.47593
6.1 -272859.356446 -2812548.13316
6.1 -272868.23541 -2812486.43354
6.1 -272890.461943 -2812408.08614
6.1 -272882.729325 -2812332.98945
6.1 -272891.595251 -2812271.17672
6.1 -272916.993824 -2812222.99772
6.1 -272913.829412 -2812192.94323
6.1 -272910.763172 -2812162.87923
6.1 -272921.103388 -2812116.27614
6.1 -272934.547737 -2812099.61869
6.1 -273815.530934 -2811080.65669
6.1 -273852.825052 -2811000.83336
6.1 -273905.057848 -2810919.32472
6.1 -273973.966698 -2810851.4277
6.1 -274056.253715 -2810766.87178
6.1 -274123.475542 -2810683.78249
6.1 -274238.942689 -2810626.23145
6.1 -274321.203826 -2810541.55483
6.1 -274420.041617 -2810470.49513
6.1 -274502.363787 -2810386.03578
6.1 -274601.180509 -2810314.85653
6.1 -274658.146061 -2810278.58418
6.1 -274656.572774 -2810263.49975
6.1 -274686.617212 -2810260.33409
6.1 -274701.565845 -2810258.75834
6.1 -274728.522996 -2810225.53214
6.1 -274743.471442 -2810223.95616
6.1 -274787.01015 -2810204.34642
6.1 -274830.439108 -2810184.63211
6.1 -274873.905453 -2810164.79885
6.1 -274947.376439 -2810141.91478
6.1 -274974.340713 -2810108.79982
6.1 -275046.185136 -2810070.83381
6.1 -275134.709309 -2810046.47111
6.1 -275176.606666 -2810011.66266
6.1 -275235.124659 -2809990.34942
6.1 -275291.978093 -2809954.07412
6.1 -275378.919833 -2809914.61985
6.1 -275450.863733 -2809876.74755
6.1 -275507.761366 -2809840.46318
6.1 -275567.84101 -2809834.11336
6.1 -275608.162695 -2809784.32844
6.1 -275681.630449 -2809761.53883
6.1 -275726.713428 -2809756.7714
6.1 -275770.141075 -2809737.15625
6.1 -275785.184956 -2809735.5651
6.1 -275813.643964 -2809717.30385
6.1 -275887.048597 -2809694.40022
6.1 -275960.51239 -2809671.60336
6.1 -276092.529596 -2809627.46882
6.1 -276192.924363 -2809571.42693
6.1 -276293.255143 -2809515.27288
6.1 -276453.735994 -2809453.08218
6.1 -276569.050959 -2809395.32846
6.1 -276729.52012 -2809333.12216
6.1 -276841.873071 -2809245.39938
6.1 -276999.156286 -2809153.01244
6.1 -277097.98025 -2809081.85144
6.1 -277226.841322 -2809007.60777
6.1 -277310.675388 -2808938.14705
6.1 -277381.092356 -2808885.24769
6.1 -277467.976269 -2808845.72976
6.1 -277584.94678 -2808803.12118
6.1 -277656.798404 -2808765.31173
6.1 -277725.712681 -2808697.31222
6.1 -277767.619641 -2808662.57501
6.1 -277779.536651 -2808630.91791
6.1 -277821.479706 -2808596.06164
6.1 -277849.937456 -2808578.00723
6.1 -277888.718774 -2808513.21326
6.1 -277927.535896 -2808448.30057
6.1 -277982.990617 -2808396.97974
6.1 -278032.184 -2808285.43514
6.1 -278100.978507 -2808217.43712
6.1 -278148.581478 -2808090.92313
6.1 -278227.792106 -2807976.28673
6.1 -278303.857174 -2807831.48119
6.1 -278399.642377 -2807730.43567
6.1 -278495.397943 -2807629.16026
6.1 -278621.183722 -2807524.90112
6.1 -278734.951769 -2807452.19289
6.1 -278802.318073 -2807369.19264
6.1 -278914.587272 -2807281.50048
6.1 -279040.3909 -2807177.21872
6.1 -279107.643077 -2807094.22156
6.1 -279216.851919 -2806976.45615
6.1 -279300.721552 -2806906.92552
6.1 -279364.868413 -2806793.8663
6.1 -279448.777666 -2806724.32675
6.1 -279561.04948 -2806636.60548
6.1 -279644.90021 -2806567.06525
6.1 -279712.11854 -2806484.05515
6.1 -279822.977184 -2806381.33823
6.1 -279903.667948 -2806281.74016
6.1 -280001.029834 -2806195.60093
6.1 -280096.781582 -2806094.3792
6.1 -280207.512173 -2805991.65804
6.1 -280273.251891 -2805893.65554
6.1 -280385.573447 -2805806.00705
6.1 -280482.794239 -2805719.74864
6.1 -280580.178592 -2805633.69927
6.1 -280695.537014 -2805576.09785
6.1 -280777.828734 -2805491.55084
6.1 -280876.64644 -2805420.47161
6.1 -281003.999525 -2805331.17614
6.1 -281119.375339 -2805273.43938
6.1 -281278.28862 -2805196.20719
6.1 -281393.616457 -2805138.57768
6.1 -281524.067874 -2805079.42527
6.1 -281654.404951 -2805020.16326
6.1 -281754.798808 -2804964.13186
6.1 -281885.235754 -2804904.96288
6.1 -282000.58989 -2804847.30389
6.1 -282099.465406 -2804776.28635
6.1 -282199.831214 -2804720.12591
6.1 -282285.286112 -2804665.69155
6.1 -282369.071975 -2804596.18226
6.1 -282454.508576 -2804541.62949
6.1 -282539.844079 -2804487.08405
6.1 -282610.221586 -2804434.27234
6.1 -282695.648877 -2804379.71245
6.1 -282782.594283 -2804340.23688
6.1 -282869.488505 -2804300.76357
6.1 -282956.429432 -2804261.28267
6.1 -283059.916435 -2804235.36912
6.1 -283146.804211 -2804195.88731
6.1 -283250.276243 -2804169.85333
6.1 -283368.820715 -2804142.2923
6.1 -283455.713561 -2804102.91442
6.1 -283530.754282 -2804094.98406
6.1 -283646.106494 -2804037.36696
6.1 -283734.605857 -2804012.94343
6.1 -283836.612527 -2803972.02361
6.1 -283921.955654 -2803917.43189
6.1 -284023.956647 -2803876.50534
6.1 -284107.727472 -2803806.94053
6.1 -284194.638762 -2803767.42166
6.1 -284295.052445 -2803711.40454
6.1 -284378.921232 -2803641.93544
6.1 -284480.89523 -2803600.87909
6.1 -284594.678928 -2803528.13807
6.1 -284680.115872 -2803473.74081
6.1 -284780.41248 -2803417.71665
6.1 -284910.882267 -2803358.5076
6.1 -285011.268548 -2803302.46538
6.1 -285113.124845 -2803261.3963
6.1 -285230.096421 -2803218.78533
6.1 -285305.124791 -2803210.92092
6.1 -285393.599773 -2803186.55882
6.1 -285467.042137 -2803163.61014
6.1 -285525.535825 -2803142.41133
6.1 -285599.085674 -2803119.56266
6.1 -285655.97996 -2803083.16794
6.1 -285714.470878 -2803061.96522
6.1 -285757.918748 -2803042.06564
6.1 -285801.34026 -2803022.39721
6.1 -285873.297972 -2802984.46176
6.1 -285918.305538 -2802979.87113
6.1 -285945.265432 -2802946.63792
6.1 -286017.133234 -2802908.82226
6.1 -286075.606832 -2802887.49866
6.1 -286150.626261 -2802879.61162
6.1 -286209.098502 -2802858.28525
6.1 -286299.195761 -2802848.96906
6.1 -286387.604681 -2802824.58074
6.1 -286474.519487 -2802785.10046
6.1 -286578.078177 -2802759.04272
6.1 -286668.074396 -2802749.72468
6.1 -286768.457714 -2802693.61526
6.1 -286870.381175 -2802652.58622
6.1 -286958.878456 -2802628.16994
6.1 -287089.285622 -2802568.97389
6.1 -287191.212477 -2802528.0467
6.1 -287320.015597 -2802453.76141
6.1 -287432.370645 -2802366.14381
6.1 -287499.661883 -2802283.03029
6.1 -287611.992772 -2802195.29251
6.1 -287707.728245 -2802094.24074
6.1 -287803.482185 -2801992.95416
6.1 -287914.253597 -2801890.23537
6.1 -288026.567288 -2801802.59535
6.1 -288107.250017 -2801702.96094
6.1 -288219.550082 -2801615.31366
6.1 -288300.366761 -2801515.65916
6.1 -288397.593794 -2801429.55495
6.1 -288479.902531 -2801344.98328
6.1 -288578.720587 -2801273.95051
6.1 -288676.065535 -2801187.70872
6.1 -288786.783856 -2801085.07123
6.1 -288899.135594 -2800997.38815
6.1 -289066.841567 -2800858.2604
6.1 -289206.037637 -2800737.42263
6.1 -289360.26494 -2800614.90952
6.1 -289514.490564 -2800492.50172
6.1 -289670.202187 -2800385.05874
6.1 -289780.938003 -2800282.2608
6.1 -289941.398662 -2800219.92311
6.1 -290041.80101 -2800163.91177
6.1 -290173.708602 -2800119.76
6.1 -290305.661483 -2800075.59699
6.1 -290422.61952 -2800033.09735
6.1 -290551.43566 -2799958.76153
6.1 -290666.91814 -2799901.1611
6.1 -290780.683421 -2799828.49083
6.1 -290896.058725 -2799770.89128
6.1 -290961.833437 -2799672.82715
6.1 -291045.678485 -2799603.25428
6.1 -291116.050067 -2799550.43742
6.1 -291171.444145 -2799498.94721
6.1 -291243.416685 -2799461.08881
6.1 -291270.29037 -2799427.92115
6.1 -291342.248083 -2799389.9469
6.1 -291387.258591 -2799385.37674
6.1 -291429.16629 -2799350.52781
6.1 -291427.608198 -2799335.56142
6.1 -291471.084751 -2799315.79167
6.1 -291486.083931 -2799314.22988
6.1 -291528.001167 -2799279.49293
6.1 -291584.904352 -2799243.07967
6.1 -291671.815109 -2799203.65319
6.1 -291757.249596 -2799149.13435
6.1 -291860.725792 -2799123.21825
6.1 -291976.101403 -2799065.57009
6.1 -292106.518993 -2799006.34704
6.1 -292220.420701 -2798933.71293
6.1 -292380.7726 -2798871.35069
6.1 -292496.140571 -2798813.7948
6.1 -292623.542554 -2798724.48823
